product-name,,product-property,compnay-name,product-property 3,product-property 4,product-property 5,auth-gold-span,extra-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-gaming-ryzen-5-hexa-core-4600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-15arh05-laptop/p/itmcbdc4f7993749?pid=COMG36BSV74DD6JX&lid=LSTCOMG36BSV74DD6JXOQNPOU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_145&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG36BSV74DD6JX.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹10,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-15-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-x515ja-ej322ts-thin-light-laptop/p/itm5cd03fd1bd5bc?pid=COMFZ53SSJQYYVTY&lid=LSTCOMFZ53SSJQYYVTYERZCP9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_146&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMFZ53SSJQYYVTY.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹6,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-windows-10-3505-notebook/p/itm6db53ec102daa?pid=COMG24PG7EFFBSEV&lid=LSTCOMG24PG7EFFBSEVJV0I4V&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_147&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG24PG7EFFBSEV.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹6,632/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-zephyrus-g14-ryzen-9-octa-core-4900hs-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-gtx-1660ti-60-hz-ga401iu-ha251ts-gaming-laptop/p/itmf874581a4f2ed?pid=COMG2AFTH3UCUZTY&lid=LSTCOMG2AFTH3UCUZTYD9M6D2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_148&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_%2BFd0gPbYhN17cYe40ETQAkPMazMJi%2FSL9gDaXgmkWczjS9duXYNGTyTy8aZRiPwUcENZNHcpfJV9FxxyX7B4gw%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹17,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-legion-5-ryzen-hexa-core-4600h-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-15arh05-gaming-laptop/p/itm62146814a6831?pid=COMG36BSRKATBZQJ&lid=LSTCOMG36BSRKATBZQJN75CVN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_149&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG36BSRKATBZQJ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-windows-10-home-a515-56-thin-light-laptop/p/itm29679a8bfeb27?pid=COMG56TFBHGVJVSF&lid=LSTCOMG56TFBHGVJVSFZWMHJ8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_150&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG56TFBHGVJVSF.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,1 TB HDD,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹7,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-3-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-15iml05-thin-light-laptop/p/itmaa4f572ca684e?pid=COMG6AKVPSUC8F8N&lid=LSTCOMG6AKVPSUC8F8NNVKBZV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_151&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG6AKVPSUC8F8N.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹8,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-legion-5-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-gaming-laptop/p/itm50d5ba7a10251?pid=COMG62ZASBMGDC5M&lid=LSTCOMG62ZASBMGDC5MRQSUJN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_152&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_%2BFd0gPbYhN17cYe40ETQAkPMazMJi%2FSL9gDaXgmkWcyZfHkWAAN333AfGlPZ2Ex4A5hp3ZwIfFYowvv64dlSTw%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹16,665/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-14s-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-home-14s-er0502tu-thin-light-laptop/p/itmad7c9363a79f7?pid=COMG4BX9HUY2KRYF&lid=LSTCOMG4BX9HUY2KRYF9Y4KJK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_153&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG4BX9HUY2KRYF.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹19,100",,"No Cost EMI from ₹7,665/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/apple-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgna3hn-a/p/itm8279ecf48f54f?pid=COMFXEKMADKVCFYT&lid=LSTCOMFXEKMADKVCFYTEEIIIA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_154&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMFXEKMADKVCFYT.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,33.78 cm (13.3 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹17,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/apple-macbook-pro-m1-8-gb-256-gb-ssd-mac-os-big-sur-myd82hn-a/p/itmef224bcc599dc?pid=COMFXEKMTGHAGSVX&lid=LSTCOMFXEKMTGHAGSVXPKYVTD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_155&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMFXEKMTGHAGSVX.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,33.78 cm (13.3 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-strix-ryzen-9-octa-core-5900hx-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-g513qm-hf406ts-gaming-laptop/p/itm6303cf8478461?pid=COMG5QHNJZHK9DCF&lid=LSTCOMG5QHNJZHK9DCFZDBGYD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_156&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_%2BFd0gPbYhN17cYe40ETQAkPMazMJi%2FSL9gDaXgmkWczoCcfsE705TezDSViyBbQXd9tFoxw1RbrT%2Fy%2FwJPNHMA%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹23,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/apple-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgn73hn-a/p/itm37da92e833fa3?pid=COMFXEKM8GQJW5DE&lid=LSTCOMFXEKM8GQJW5DEVOHG87&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_157&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMFXEKM8GQJW5DE.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,33.78 cm (13.3 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹17,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-14s-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-14s-dq2535tu-thin-light-laptop/p/itmbdd471acce208?pid=COMG22MXENCNK53Y&lid=LSTCOMG22MXENCNK53YMKHAGI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_158&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG22MXENCNK53Y.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-14-iml-05-thin-light-laptop/p/itm89999b2b4e72b?pid=COMG3TZGXMYZTWRZ&lid=LSTCOMG3TZGXMYZTWRZPXJHVV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_159&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG3TZGXMYZTWRZ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹5,999/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-strix-g15-2021-ryzen-7-octa-core-4800h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-g513ih-hn086t-gaming-laptop/p/itm2b93a4b3d7a76?pid=COMG56JKRZC5YZUH&lid=LSTCOMG56JKRZC5YZUHRULNHM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_160&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_%2BFd0gPbYhN17cYe40ETQAkPMazMJi%2FSL9gDaXgmkWcyd%2F0IXVk40j%2BgpnHI5BYKza4%2FegrqkzKpypBmQbwz9sA%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹11,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-zenbook-14-2021-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-ux425ea-ki501ts-thin-light-laptop/p/itm9d5074febbeac?pid=COMG6AG7ADTWKHKN&lid=LSTCOMG6AG7ADTWKHKNKQY7AV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_161&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG6AG7ADTWKHKN.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹11,665/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/dell-g15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-gtx-1650-120-hz-g15-5510-gaming-laptop/p/itmee76953742a0b?pid=COMG55HHTYBBJZB2&lid=LSTCOMG55HHTYBBJZB2CCRMUO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_162&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG55HHTYBBJZB2.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,In-built Alienware Command center software with enhanced control over system settings,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹11,049/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-3-chromebook-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-cb-11igl05-thin-light-laptop/p/itmec579ace5d4f2?pid=COMG6AKVN3KXNVY2&lid=LSTCOMG6AKVN3KXNVY2LCOHHL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_163&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG6AKVN3KXNVY2.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,1 Year Warranty,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹3,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmbea0502ae5f70?pid=COMG6EZ2ZFNN6GCW&lid=LSTCOMG6EZ2ZFNN6GCWBNYR5E&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_164&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_%2BFd0gPbYhN17cYe40ETQAkPMazMJi%2FSL9gDaXgmkWcxPvVYhIm5NT4SVRxXhE3fxt2XQPUVOvkAaRN5o21r8Ig%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹12,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-ultra-k14-2021-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-km413ua-eb503ts-thin-light-laptop/p/itm46873117b58f0?pid=COMGFG9VPU9PFKBK&lid=LSTCOMGFG9VPU9PFKBKKJIDLK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_165&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMGFG9VPU9PFKBK.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹8,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-ultra-k14-2021-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-k413ea-eb301ts-thin-light-laptop/p/itmc181188a0cc49?pid=COMG368NTGBC8HVX&lid=LSTCOMG368NTGBC8HVXAANKAG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_166&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMG368NTGBC8HVX.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹7,665/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-flip-14-2021-touch-panel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-tp470ea-ec029ts-2-1-laptop/p/itm098f8fac30763?pid=COMFZ53SAWZQRJHQ&lid=LSTCOMFZ53SAWZQRJHQNDINUZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_167&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=f8abbaac-0f55-4cca-8a9c-5a46e67f49b5.COMFZ53SAWZQRJHQ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Touchscreen Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-strix-g15-2021-advantage-ryzen-9-octa-core-5900hx-16-gb-1-tb-ssd-windows-10-home-12-gb-graphics-amd-radeon-rx-6800m-g513qy-hq008ts-gaming-laptop/p/itm0d3e6abec0d1e?pid=COMG5Y8YGWGVWAG6&lid=LSTCOMG5Y8YGWGVWAG65BB4C4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_168&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_%2BFd0gPbYhN17cYe40ETQAkPMazMJi%2FSL9gDaXgmkWcxPZj4GQ56PQbyM62VRnTfaRd9deIO4%2BYNPexQ8VUssHw%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹25,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-ultra-k14-2021-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-km413ua-eb503ts-thin-light-laptop/p/itm46873117b58f0?pid=COMGFG9VPU9PFKBK&lid=LSTCOMGFG9VPU9PFKBKKJIDLK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_169&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMGFG9VPU9PFKBK.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹8,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-5410-2-1-laptop/p/itm483eb8e0337e1?pid=COMG4BX9YYXDPWWV&lid=LSTCOMG4BX9YYXDPWWVVCAKMU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_170&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG4BX9YYXDPWWV.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inches) Touchscreen Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹8,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/dell-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-inspiron-3501-thin-light-laptop/p/itm54f47451685ff?pid=COMG6793BJESDXFZ&lid=LSTCOMG6793BJESDXFZ9XJIK7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_171&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=49c4f4ab-ef3e-46cd-821d-9e4864906778.COMG6793BJESDXFZ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹7,205/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
